,dset,method,y_pred,y_test
0,diabetes,lasso_cv,1.0714002542641392,2.1930374953660166
1,diabetes,lasso_cv,1.2277435786542994,0.8292976868139555
2,diabetes,lasso_cv,0.14793322008901577,-0.30286366368209505
3,diabetes,lasso_cv,-0.41591590782684834,-1.1133882668781312
4,diabetes,lasso_cv,0.43496781334949364,0.31467889113393255
5,diabetes,lasso_cv,1.3138517914174945,1.60122588033399
6,diabetes,lasso_cv,-0.48689053911831837,0.36614077070193485
7,diabetes,lasso_cv,0.4865266823573726,1.0480106749779652
8,diabetes,lasso_cv,-0.07789338502671714,-0.10988161530208641
9,diabetes,lasso_cv,0.9917629067134937,-0.6630968206581112
10,diabetes,lasso_cv,0.15457245171227296,1.3053200728179768
11,diabetes,lasso_cv,0.332023907757095,0.30181342124193195
12,diabetes,lasso_cv,-0.5858943005416173,-0.2771327238980939
13,diabetes,lasso_cv,-0.8173693519122475,-0.9847335679581255
14,diabetes,lasso_cv,1.165077340265726,1.4597057115219836
15,diabetes,lasso_cv,-0.789424360948655,-1.3063703152581398
16,diabetes,lasso_cv,0.04940811437586938,-0.8303479292541186
17,diabetes,lasso_cv,-1.0907191936800549,-0.9718680980661248
18,diabetes,lasso_cv,-0.6728025708206479,-0.63736588087411
19,diabetes,lasso_cv,0.8912679334146287,0.05736949329392105
20,diabetes,lasso_cv,0.5119989760444128,0.25035154167392965
21,diabetes,lasso_cv,0.07194675188550004,1.6140913502259906
22,diabetes,lasso_cv,0.12547972755515396,-0.5215766518461048
23,diabetes,lasso_cv,-0.00377955257063739,-0.18707443465408985
24,diabetes,lasso_cv,0.5635169489715753,-1.061926387310129
25,diabetes,lasso_cv,0.22322708499041705,-0.28999819379009445
26,diabetes,lasso_cv,-0.3386018909893842,-0.6116349410901089
27,diabetes,lasso_cv,-0.8358927515232095,-0.7402896400101145
28,diabetes,lasso_cv,0.4994492305674909,0.5205264094059417
29,diabetes,lasso_cv,0.12163805299737,0.5848537588659446
30,diabetes,lasso_cv,0.3536757098300157,0.8550286265979566
31,diabetes,lasso_cv,-0.8650621410265467,0.391871710485936
32,diabetes,lasso_cv,-0.10851465299415897,0.22462060188992852
33,diabetes,lasso_cv,-0.05813309894584817,0.6363156384339469
34,diabetes,lasso_cv,-0.05096442232154663,0.8807595663819578
35,diabetes,lasso_cv,0.5591496066388372,1.6784186996859933
36,diabetes,lasso_cv,0.18165182038931996,0.00590761372591875
37,diabetes,lasso_cv,0.44058975310998416,1.3696474222779795
38,diabetes,lasso_cv,-0.2506500692498234,-1.3063703152581398
39,diabetes,lasso_cv,0.7060817380779016,0.6105846986499457
40,diabetes,lasso_cv,-0.8547998527928893,-0.7016932303341128
41,diabetes,lasso_cv,0.21035648176340105,0.36614077070193485
42,diabetes,lasso_cv,-0.051053327606527144,-0.7145587002261135
43,diabetes,lasso_cv,0.36295666907436447,0.6105846986499457
44,diabetes,lasso_cv,0.3292670266762197,1.2023963136819722
45,diabetes,lasso_cv,-0.996911626701394,-0.7917515195781168
